"collection_schema","uid","name","desc","date","colors","emoji"
"collection","12","Nederlands","","1749381055","0",
"packs_schema","uid","name","desc","date","colors","collection","emoji"
"packs","70","top 0010","","1749381077","0","12",
"packs","71","top 0025","","1749381077","0","12",
"packs","72","top 0050","","1749381077","0","12",
"packs","73","top 0100","","1749381077","0","12",
"packs","74","top 0250","","1749381077","0","12",
"packs","75","top 0500","","1749381077","0","12",
"packs","76","top 1000","","1749381077","0","12",
"packs","77","top 2500","","1749381077","0","12",
"packs","78","top 5000","","1749381077","0","12",
"cards","8428","internet",".","75","0","1749381835","**internet** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/internet/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=internet)","0"
"cards","8429","januari",".","75","0","1749381835","**januari** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/januari/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=januari)","0"
"cards","8430","jong",".","75","0","1749381835","**jong** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/jong/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=jong)","0"
"cards","8431","jongere",".","75","0","1749381835","**jongere** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/jongere/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=jongere)","0"
"cards","8432","juli",".","75","0","1749381835","**juli** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/juli/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=juli)","0"
"cards","8433","juni",".","75","0","1749381835","**juni** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/juni/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=juni)","0"
"cards","8434","kans",".","75","0","1749381835","**kans** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/kans/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=kans)","0"
"cards","8435","kant",".","75","0","1749381835","**kant** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/kant/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=kant)","0"
"cards","8436","ken",".","75","0","1749381835","**ken** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/ken/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=ken)","0"
"cards","8437","keuze",".","75","0","1749381835","**keuze** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/keuze/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=keuze)","0"
"cards","8438","kijken",".","75","0","1749381835","**kijken** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/kijken/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=kijken)","0"
"cards","8439","klant",".","75","0","1749381835","**klant** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/klant/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=klant)","0"
"cards","8440","klassiek",".","75","0","1749381835","**klassiek** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/klassiek/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=klassiek)","0"
"cards","8441","komend",".","75","0","1749381835","**komend** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/komend/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=komend)","0"
"cards","8442","kopen",".","75","0","1749381835","**kopen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/kopen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=kopen)","0"
"cards","8443","kort",".","75","0","1749381835","**kort** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/kort/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=kort)","0"
"cards","8444","kosten",".","75","0","1749381835","**kosten** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/kosten/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=kosten)","0"
"cards","8445","kunst",".","75","0","1749381835","**kunst** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/kunst/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=kunst)","0"
"cards","8446","kwaliteit",".","75","0","1749381835","**kwaliteit** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/kwaliteit/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=kwaliteit)","0"
"cards","8447","langs",".","75","0","1749381835","**langs** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/langs/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=langs)","0"
"cards","8448","leggen",".","75","0","1749381835","**leggen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/leggen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=leggen)","0"
"cards","8449","leiden",".","75","0","1749381835","**leiden** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/leiden/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=leiden)","0"
"cards","8450","leren",".","75","0","1749381835","**leren** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/leren/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=leren)","0"
"cards","8451","licht",".","75","0","1749381835","**licht** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/licht/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=licht)","0"
"cards","8452","lid",".","75","0","1749381835","**lid** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/lid/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=lid)","0"
"cards","8453","lopen",".","75","0","1749381835","**lopen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/lopen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=lopen)","0"
"cards","8454","maart",".","75","0","1749381835","**maart** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/maart/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=maart)","0"
"cards","8455","meestal",".","75","0","1749381835","**meestal** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/meestal/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=meestal)","0"
"cards","8456","mei",".","75","0","1749381835","**mei** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/mei/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=mei)","0"
"cards","8457","meteen",".","75","0","1749381835","**meteen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/meteen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=meteen)","0"
"cards","8458","meter",".","75","0","1749381835","**meter** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/meter/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=meter)","0"
"cards","8459","misschien",".","75","0","1749381835","**misschien** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/misschien/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=misschien)","0"
"cards","8460","moeder",".","75","0","1749381835","**moeder** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/moeder/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=moeder)","0"
"cards","8461","moeilijk",".","75","0","1749381835","**moeilijk** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/moeilijk/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=moeilijk)","0"
"cards","8462","moment",".","75","0","1749381835","**moment** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/moment/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=moment)","0"
"cards","8463","momenteel",".","75","0","1749381835","**momenteel** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/momenteel/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=momenteel)","0"
"cards","8464","mooi",".","75","0","1749381835","**mooi** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/mooi/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=mooi)","0"
"cards","8465","muziek",".","75","0","1749381835","**muziek** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/muziek/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=muziek)","0"
"cards","8466","naast",".","75","0","1749381835","**naast** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/naast/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=naast)","0"
"cards","8467","namelijk",".","75","0","1749381835","**namelijk** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/namelijk/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=namelijk)","0"
"cards","8468","nauwelijks",".","75","0","1749381835","**nauwelijks** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/nauwelijks/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=nauwelijks)","0"
"cards","8469","niemand",".","75","0","1749381835","**niemand** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/niemand/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=niemand)","0"
"cards","8470","nieuws",".","75","0","1749381835","**nieuws** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/nieuws/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=nieuws)","0"
"cards","8471","niveau",".","75","0","1749381835","**niveau** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/niveau/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=niveau)","0"
"cards","8472","november",".","75","0","1749381835","**november** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/november/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=november)","0"
"cards","8473","oktober",".","75","0","1749381835","**oktober** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/oktober/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=oktober)","0"
"cards","8474","onderneming",".","75","0","1749381835","**onderneming** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/onderneming/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=onderneming)","0"
"cards","8475","onderwijs",".","75","0","1749381835","**onderwijs** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/onderwijs/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=onderwijs)","0"
"cards","8476","ongeveer",".","75","0","1749381835","**ongeveer** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/ongeveer/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=ongeveer)","0"
"cards","8477","ontwikkeling",".","75","0","1749381835","**ontwikkeling** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/ontwikkeling/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=ontwikkeling)","0"
"cards","8478","oog",".","75","0","1749381835","**oog** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/oog/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=oog)","0"
"cards","8479","ooit",".","75","0","1749381835","**ooit** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/ooit/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=ooit)","0"
"cards","8480","oorlog",".","75","0","1749381835","**oorlog** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/oorlog/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=oorlog)","0"
"cards","8481","open",".","75","0","1749381835","**open** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/open/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=open)","0"
"cards","8482","oplossing",".","75","0","1749381835","**oplossing** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/oplossing/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=oplossing)","0"
"cards","8483","ouders",".","75","0","1749381835","**ouders** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/ouders/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=ouders)","0"
"cards","8484","overheid",".","75","0","1749381835","**overheid** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/overheid/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=overheid)","0"
"cards","8485","paar",".","75","0","1749381835","**paar** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/paar/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=paar)","0"
"cards","8486","parlement",".","75","0","1749381835","**parlement** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/parlement/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=parlement)","0"
"cards","8487","partij",".","75","0","1749381835","**partij** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/partij/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=partij)","0"
"cards","8488","periode",".","75","0","1749381835","**periode** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/periode/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=periode)","0"
"cards","8489","plaatsen",".","75","0","1749381835","**plaatsen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/plaatsen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=plaatsen)","0"
"cards","8490","plan",".","75","0","1749381835","**plan** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/plan/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=plan)","0"
"cards","8491","politie",".","75","0","1749381835","**politie** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/politie/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=politie)","0"
"cards","8492","precies",".","75","0","1749381835","**precies** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/precies/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=precies)","0"
"cards","8493","premier",".","75","0","1749381835","**premier** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/premier/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=premier)","0"
"cards","8494","president",".","75","0","1749381835","**president** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/president/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=president)","0"
"cards","8495","product",".","75","0","1749381835","**product** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/product/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=product)","0"
"cards","8496","productie",".","75","0","1749381835","**productie** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/productie/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=productie)","0"
"cards","8497","programma",".","75","0","1749381835","**programma** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/programma/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=programma)","0"
"cards","8498","project",".","75","0","1749381835","**project** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/project/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=project)","0"
"cards","8499","publiek",".","75","0","1749381835","**publiek** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/publiek/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=publiek)","0"
"cards","8500","raad",".","75","0","1749381835","**raad** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/raad/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=raad)","0"
"cards","8501","recht",".","75","0","1749381835","**recht** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/recht/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=recht)","0"
"cards","8502","reden",".","75","0","1749381835","**reden** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/reden/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=reden)","0"
"cards","8503","reeks",".","75","0","1749381835","**reeks** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/reeks/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=reeks)","0"
"cards","8504","rekening",".","75","0","1749381835","**rekening** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/rekening/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=rekening)","0"
"cards","8505","rente",".","75","0","1749381835","**rente** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/rente/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=rente)","0"
"cards","8506","rest",".","75","0","1749381835","**rest** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/rest/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=rest)","0"
"cards","8507","resultaat",".","75","0","1749381835","**resultaat** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/resultaat/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=resultaat)","0"
"cards","8508","richting",".","75","0","1749381835","**richting** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/richting/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=richting)","0"
"cards","8509","rol",".","75","0","1749381835","**rol** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/rol/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=rol)","0"
"cards","8510","rollen",".","75","0","1749381835","**rollen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/rollen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=rollen)","0"
"cards","8511","ruim",".","75","0","1749381835","**ruim** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/ruim/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=ruim)","0"
"cards","8512","ruimte",".","75","0","1749381835","**ruimte** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/ruimte/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=ruimte)","0"
"cards","8513","samenwerking",".","75","0","1749381835","**samenwerking** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/samenwerking/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=samenwerking)","0"
"cards","8514","schrijven",".","75","0","1749381835","**schrijven** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/schrijven/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=schrijven)","0"
"cards","8515","sector",".","75","0","1749381835","**sector** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/sector/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=sector)","0"
"cards","8516","september",".","75","0","1749381835","**september** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/september/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=september)","0"
"cards","8517","situatie",".","75","0","1749381835","**situatie** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/situatie/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=situatie)","0"
"cards","8518","sommig",".","75","0","1749381835","**sommig** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/sommig/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=sommig)","0"
"cards","8519","soms",".","75","0","1749381835","**soms** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/soms/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=soms)","0"
"cards","8520","spelen",".","75","0","1749381835","**spelen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/spelen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=spelen)","0"
"cards","8521","sprake",".","75","0","1749381835","**sprake** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/sprake/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=sprake)","0"
"cards","8522","staat",".","75","0","1749381835","**staat** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/staat/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=staat)","0"
"cards","8523","stellen",".","75","0","1749381835","**stellen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/stellen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=stellen)","0"
"cards","8524","sterk",".","75","0","1749381835","**sterk** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/sterk/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=sterk)","0"
"cards","8525","student",".","75","0","1749381835","**student** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/student/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=student)","0"
"cards","8526","stuk",".","75","0","1749381835","**stuk** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/stuk/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=stuk)","0"
"cards","8527","succes",".","75","0","1749381835","**succes** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/succes/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=succes)","0"
"cards","8528","systeem",".","75","0","1749381835","**systeem** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/systeem/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=systeem)","0"
"cards","8529","tegenover",".","75","0","1749381835","**tegenover** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/tegenover/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=tegenover)","0"
"cards","8530","tellen",".","75","0","1749381835","**tellen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/tellen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=tellen)","0"
"cards","8531","terecht",".","75","0","1749381835","**terecht** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/terecht/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=terecht)","0"
"cards","8532","termijn",".","75","0","1749381835","**termijn** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/termijn/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=termijn)","0"
"cards","8533","thuis",".","75","0","1749381835","**thuis** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/thuis/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=thuis)","0"
"cards","8534","toekomst",".","75","0","1749381835","**toekomst** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/toekomst/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=toekomst)","0"
"cards","8535","totaal",".","75","0","1749381835","**totaal** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/totaal/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=totaal)","0"
"cards","8536","trekken",".","75","0","1749381835","**trekken** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/trekken/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=trekken)","0"
"cards","8537","trouwens",".","75","0","1749381835","**trouwens** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/trouwens/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=trouwens)","0"
"cards","8538","twintig",".","75","0","1749381835","**twintig** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/twintig/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=twintig)","0"
"cards","8539","uiteindelijk",".","75","0","1749381835","**uiteindelijk** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/uiteindelijk/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=uiteindelijk)","0"
"cards","8540","unie",".","75","0","1749381835","**unie** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/unie/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=unie)","0"
"cards","8541","vader",".","75","0","1749381835","**vader** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/vader/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=vader)","0"
"cards","8542","vallen",".","75","0","1749381835","**vallen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/vallen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=vallen)","0"
"cards","8543","vanaf",".","75","0","1749381835","**vanaf** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/vanaf/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=vanaf)","0"
"cards","8544","vanuit",".","75","0","1749381835","**vanuit** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/vanuit/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=vanuit)","0"
"cards","8545","vast",".","75","0","1749381835","**vast** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/vast/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=vast)","0"
"cards","8546","ver",".","75","0","1749381835","**ver** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/ver/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=ver)","0"
"cards","8547","verenigd",".","75","0","1749381835","**verenigd** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/verenigd/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=verenigd)","0"
"cards","8548","verhaal",".","75","0","1749381835","**verhaal** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/verhaal/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=verhaal)","0"
"cards","8549","verkoop",".","75","0","1749381835","**verkoop** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/verkoop/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=verkoop)","0"
"cards","8550","verkopen",".","75","0","1749381835","**verkopen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/verkopen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=verkopen)","0"
"cards","8551","verleden",".","75","0","1749381835","**verleden** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/verleden/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=verleden)","0"
"cards","8552","verschil",".","75","0","1749381835","**verschil** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/verschil/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=verschil)","0"
"cards","8553","verwachten",".","75","0","1749381835","**verwachten** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/verwachten/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=verwachten)","0"
"cards","8554","vlak",".","75","0","1749381835","**vlak** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/vlak/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=vlak)","0"
"cards","8555","vlak",".","75","0","1749381835","**vlak** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/vlak/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=vlak)","0"
"cards","8556","vol",".","75","0","1749381835","**vol** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/vol/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=vol)","0"
"cards","8557","voldoende",".","75","0","1749381835","**voldoende** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/voldoende/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=voldoende)","0"
"cards","8558","volgen",".","75","0","1749381835","**volgen** translate [ uitmuntend ](https://www.uitmuntend.de/woerterbuch/volgen/) [ google ](https://translate.google.com/?sl=nl&tl=de&op=translate&text=volgen)","0"
